upedonid,peiid,pedon_key,site_key,usiteid,Yearlabel,year_source,previousYear,transitionYear,transitionPeriod,years_between_sampling_and_development,time_since_development_2025,development_age_class,transition,transitionName,state_name,county_name,region_group,lcms_study_area,lcms_version,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key,source_file
1986IL149022,314793,37464,36849,"1986IL149022",1986,site_obsdate,2019,2020,2019-2020,34,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Illinois,Pike,CONUS Central 2,CONUS,v2025-11,4/1/1986 0:00,4/1/1986 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine-silty,39.6310028,-91.0554556,3965,5035,US_NCSS_changed_pedons_2019_to_2020.csv
90IL163007,321003,17597,17597,"90IL163007",1990,site_obsdate,2019,2020,2019-2020,30,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Illinois,St. Clair,CONUS Central 2,CONUS,v2025-11,9/26/1990 0:00,9/26/1990 0:00,alfisols,udalfs,natrudalfs,aquic natrudalfs,fine-silty,38.38111111,-89.98500061,3965,5042,US_NCSS_changed_pedons_2019_to_2020.csv
S1996IL197023,802269,61415,60176,"1996IL197023",1996,site_obsdate,2019,2020,2019-2020,24,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Illinois,Will,CONUS Central 2,CONUS,v2025-11,8/22/1996 0:00,8/22/1996 0:00,mollisols,aquolls,endoaquolls,typic endoaquolls,fine,41.42499924,-87.9552778,3965,5059,US_NCSS_changed_pedons_2019_to_2020.csv
1968IL199001,355089,36144,35529,"1968IL199001",1968,site_obsdate,2019,2020,2019-2020,52,5,"Recent development, 0-5 years",1,Agriculture to Developed,Illinois,Williamson,CONUS Central 2,CONUS,v2025-11,8/1/1968 0:00,8/1/1968 0:00,alfisols,aqualfs,albaqualfs,chromic vertic albaqualfs,fine,37.8367732,-89.0024926,3965,5060,US_NCSS_changed_pedons_2019_to_2020.csv
S2001IN005003,128252,27346,27318,"S2001IN005003",2001,site_obsdate,2019,2020,2019-2020,19,5,"Recent development, 0-5 years",1,Agriculture to Developed,Indiana,Bartholomew,CONUS Central 2,CONUS,v2025-11,12/4/2001 0:00,12/4/2001 0:00,mollisols,aquolls,argiaquolls,typic argiaquolls,fine-silty,39.2580872,-85.7951431,3966,5065,US_NCSS_changed_pedons_2019_to_2020.csv
S1981IN011001,109967,8835,8835,"S1981IN011001",1981,site_obsdate,2019,2020,2019-2020,39,5,"Recent development, 0-5 years",2,Forest to Developed,Indiana,Boone,CONUS Central 2,CONUS,v2025-11,6/3/1981 0:00,6/1/1981 0:00,alfisols,udalfs,hapludalfs,oxyaquic hapludalfs,fine-loamy,39.9876175,-86.2744141,3966,5068,US_NCSS_changed_pedons_2019_to_2020.csv
1980IN049011,313708,38873,38258,"1980IN049011",1980,site_obsdate,2019,2020,2019-2020,40,5,"Recent development, 0-5 years",1,Agriculture to Developed,Indiana,Fulton,CONUS Central 2,CONUS,v2025-11,8/28/1980 0:00,8/28/1980 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine-loamy,41.04172516,-86.0566111,3966,5087,US_NCSS_changed_pedons_2019_to_2020.csv
S2002IN053002,907407,30615,30499,"S2002IN053-002",2002,site_obsdate,2019,2020,2019-2020,18,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Indiana,Grant,CONUS Central 2,CONUS,v2025-11,8/9/2002 0:00,8/9/2002 0:00,alfisols,aqualfs,epiaqualfs,aeric epiaqualfs,fine,40.4663887,-85.5224991,3966,5089,US_NCSS_changed_pedons_2019_to_2020.csv
1982IN073021,314086,39015,38400,"1982IN073021",1982,site_obsdate,2019,2020,2019-2020,38,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Indiana,Jasper,CONUS Central 2,CONUS,v2025-11,8/25/1982 0:00,8/25/1982 0:00,mollisols,udolls,hapludolls,eutic hapludolls,sandy,40.88164902,-87.2498944,3966,5099,US_NCSS_changed_pedons_2019_to_2020.csv
1979IN077012,313785,38572,37957,"1979IN077012",1979,site_obsdate,2019,2020,2019-2020,41,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Indiana,Jefferson,CONUS Central 2,CONUS,v2025-11,8/23/1979 0:00,8/23/1979 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine,38.7638333,-85.3087778,3966,5101,US_NCSS_changed_pedons_2019_to_2020.csv
1974IN085002,313117,37952,37337,"1974IN085002",1974,site_obsdate,2019,2020,2019-2020,46,5,"Recent development, 0-5 years",1,Agriculture to Developed,Indiana,Kosciusko,CONUS Central 2,CONUS,v2025-11,9/4/1974 0:00,9/4/1974 0:00,,,,,,41.4339833,-85.9633167,3966,5105,US_NCSS_changed_pedons_2019_to_2020.csv
1975IN129004,313334,38115,37500,"1975IN129004",1975,site_obsdate,2019,2020,2019-2020,45,5,"Recent development, 0-5 years",1,Agriculture to Developed,Indiana,Posey,CONUS Central 2,CONUS,v2025-11,7/9/1975 0:00,7/9/1975 0:00,,,,,,37.9071111,-88.0037694,3966,5127,US_NCSS_changed_pedons_2019_to_2020.csv
83IA047101,121891,11160,11160,"S1983IA047101",1983,site_obsdate,2019,2020,2019-2020,37,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Iowa,Crawford,CONUS Central 1,CONUS,v2025-11,6/3/1983 0:00,6/1/1983 0:00,inceptisols,ochrepts,eutrochrepts,aquic eutrochrepts,fine-silty,42.1016655,-95.5944443,3963,4841,US_NCSS_changed_pedons_2019_to_2020.csv
S1962IA065027,1071565,71202,69226,"S1962IA065027",2014,site_obsdate,2019,2020,2019-2020,6,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Iowa,Fayette,CONUS Central 2,CONUS,v2025-11,8/4/2014 0:00,8/4/2014 0:00,,,,,,42.9222601,-91.9433735,3963,4850,US_NCSS_changed_pedons_2019_to_2020.csv
S1962IA065029,1071567,71204,69228,"S1962IA065029",2014,site_obsdate,2019,2020,2019-2020,6,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Iowa,Fayette,CONUS Central 2,CONUS,v2025-11,8/4/2014 0:00,8/4/2014 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,,43.055156,-91.8032137,3963,4850,US_NCSS_changed_pedons_2019_to_2020.csv
S1962IA065054,1081263,71226,69250,"S1962IA065054",2014,site_obsdate,2019,2020,2019-2020,6,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Iowa,Fayette,CONUS Central 2,CONUS,v2025-11,10/7/2014 0:00,10/7/2014 0:00,alfisols,udalfs,hapludalfs,mollic hapludalfs,fine-silty,43.0117193,-91.7440065,3963,4850,US_NCSS_changed_pedons_2019_to_2020.csv
1956IA089009,1284295,1358,1358,"S1956IA089009",1956,site_obsdate,2019,2020,2019-2020,64,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Iowa,Howard,CONUS Central 2,CONUS,v2025-11,10/16/1956 0:00,10/16/1956 0:00,mollisols,udolls,argiudolls,typic argiudolls,fine-loamy,43.3491669,-92.3497238,3963,4862,US_NCSS_changed_pedons_2019_to_2020.csv
84IA1210022,122444,12024,12024,"S1984IA1210022",1984,site_obsdate,2019,2020,2019-2020,36,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Iowa,Madison,CONUS Central 2,CONUS,v2025-11,11/3/1984 0:00,11/1/1984 0:00,alfisols,udalfs,hapludalfs,aquollic hapludalfs,fine-loamy,41.2694435,-93.9844437,3963,4878,US_NCSS_changed_pedons_2019_to_2020.csv
74KS045015,153917,52208,51482,"74KS045015",1974,site_obsdate,2019,2020,2019-2020,46,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Kansas,Douglas,CONUS Central 1,CONUS,v2025-11,2/1/1974 0:00,2/1/1974 0:00,mollisols,udolls,argiudolls,typic argiudolls,,38.7823067,-95.0776672,3967,5177,US_NCSS_changed_pedons_2019_to_2020.csv
S2005KS079502,182871,33647,33465,"S2005KS079502",2005,site_obsdate,2019,2020,2019-2020,15,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Kansas,Harvey,CONUS Central 1,CONUS,v2025-11,8/30/2005 0:00,8/30/2005 0:00,mollisols,aquolls,argiaquolls,vertic argiaquolls,,38.0444984,-97.5919189,3967,5194,US_NCSS_changed_pedons_2019_to_2020.csv
81LA011001,956555,8374,8374,"81LA011001",1981,site_obsdate,2019,2020,2019-2020,39,5,"Recent development, 0-5 years",2,Forest to Developed,Louisiana,Beauregard,CONUS Central 2,CONUS,v2025-11,5/3/1992 0:00,6/1/1981 0:00,alfisols,aqualfs,glossaqualfs,typic glossaqualfs,coarse-silty,30.5305556,-93.2236111,3969,5385,US_NCSS_changed_pedons_2019_to_2020.csv
90LA011019,126800,17322,17322,"S1990LA011019",1990,site_obsdate,2019,2020,2019-2020,30,5,"Recent development, 0-5 years",2,Forest to Developed,Louisiana,Beauregard,CONUS Central 2,CONUS,v2025-11,8/3/1990 0:00,8/1/1990 0:00,ultisols,aquults,paleaquults,typic paleaquults,fine-silty,30.5302773,-93.2236099,3969,5385,US_NCSS_changed_pedons_2019_to_2020.csv
S2010LA081001,675573,53573,52772,"S2010LA0810001",2010,site_obsdate,2019,2020,2019-2020,10,5,"Recent development, 0-5 years",2,Forest to Developed,Louisiana,Red River,CONUS Central 2,CONUS,v2025-11,,9/20/2010 0:00,mollisols,udolls,argiudolls,aquic pachic argiudolls,,32.19675064,-93.5050556,3969,5420,US_NCSS_changed_pedons_2019_to_2020.csv
2004ME019001,159329,32573,32448,"2004ME019001",2004,site_obsdate,2019,2020,2019-2020,16,5,"Recent development, 0-5 years",1,Agriculture to Developed,Maine,Penobscot,CONUS East 2,CONUS,v2025-11,8/2/2004 0:00,8/2/2004 0:00,inceptisols,udepts,dystrudepts,typic dystrudepts,coarse-loamy,44.8809444,-69.2921667,3972,5491,US_NCSS_changed_pedons_2019_to_2020.csv
S2004ME019002,205376,32574,32449,"ME-04-07-019-02",2004,site_obsdate,2019,2020,2019-2020,16,5,"Recent development, 0-5 years",1,Agriculture to Developed,Maine,Penobscot,CONUS East 2,CONUS,v2025-11,7/29/2004 0:00,7/29/2004 0:00,inceptisols,udepts,eutrudepts,dystric eutrudepts,,44.8805542,-69.2930527,3972,5491,US_NCSS_changed_pedons_2019_to_2020.csv
S1980MA011001,952905,70578,68605,"S1980MA011001",1980,site_obsdate,2019,2020,2019-2020,40,5,"Recent development, 0-5 years",1,Agriculture to Developed,Massachusetts,Franklin,CONUS East 2,CONUS,v2025-11,9/4/1980 0:00,9/4/1980 0:00,entisols,fluvents,udifluvents,typic udifluvents,coarse-silty,42.4579917,-72.594875,3970,5449,US_NCSS_changed_pedons_2019_to_2020.csv
S1974MI063001,969552,1916,1916,"S1974MI063001",1974,site_obsdate,2019,2020,2019-2020,46,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Michigan,Huron,CONUS East 1,CONUS,v2025-11,10/8/1974 0:00,10/10/1974 0:00,mollisols,aquolls,epiaquolls,typic epiaquolls,fine-loamy,43.7128722,-83.3453222,3974,5562,US_NCSS_changed_pedons_2019_to_2020.csv
S2001MI077001,158458,30320,30204,"S2001MI077001",2001,site_obsdate,2019,2020,2019-2020,19,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Michigan,Kalamazoo,CONUS Central 2,CONUS,v2025-11,10/24/2001 0:00,10/24/2001 0:00,mollisols,udolls,argiudolls,typic argiudolls,fine-loamy,42.1281111,-85.68174744,3974,5569,US_NCSS_changed_pedons_2019_to_2020.csv
S2011MI087001,500632,70075,68147,"S2011MI087001",2011,site_obsdate,2019,2020,2019-2020,9,5,"Recent development, 0-5 years",1,Agriculture to Developed,Michigan,Lapeer,CONUS East 1,CONUS,v2025-11,8/11/2011 0:00,8/11/2011 0:00,mollisols,aquolls,epiaquolls,typic epiaquolls,fine,42.9971306,-83.0114389,3974,5574,US_NCSS_changed_pedons_2019_to_2020.csv
S2002MI153001,136903,28276,28227,"S2002MI153001",2003,site_obsdate,2019,2020,2019-2020,17,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Michigan,Schoolcraft,CONUS Central 2,CONUS,v2025-11,2/25/2003 0:00,2/25/2003 0:00,entisols,psamments,udipsamments,aquic udipsamments,,45.9630508,-85.9094009,3974,5607,US_NCSS_changed_pedons_2019_to_2020.csv
S2002MI153002,136905,28277,28228,"S2002MI153002",2003,site_obsdate,2019,2020,2019-2020,17,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Michigan,Schoolcraft,CONUS Central 2,CONUS,v2025-11,2/25/2003 0:00,2/25/2003 0:00,entisols,aquents,psammaquents,typic psammaquents,,45.9630508,-85.9094009,3974,5607,US_NCSS_changed_pedons_2019_to_2020.csv
S1978MN1132675,582980,55843,55042,"S1978MN1132675",1978,site_obsdate,2019,2020,2019-2020,42,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Minnesota,Pennington,CONUS Central 1,CONUS,v2025-11,7/11/1978 0:00,7/11/1978 0:00,mollisols,aquolls,calciaquolls,typic calciaquolls,coarse-silty,47.9960823,-96.4390335,3975,5670,US_NCSS_changed_pedons_2019_to_2020.csv
2007MO027067,664720,45894,45180,"2007MO027067",2007,site_obsdate,2019,2020,2019-2020,13,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Callaway,CONUS Central 2,CONUS,v2025-11,7/18/2007 0:00,7/18/2007 0:00,alfisols,udalfs,hapludalfs,aquertic chromic hapludalfs,,38.8068889,-91.7270278,3976,5714,US_NCSS_changed_pedons_2019_to_2020.csv
2007MO027077,664124,45884,45170,"2007MO027077",2007,site_obsdate,2019,2020,2019-2020,13,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Callaway,CONUS Central 2,CONUS,v2025-11,4/5/2007 0:00,4/5/2007 0:00,mollisols,udolls,hapludolls,aquic hapludolls,,38.8657778,-91.6630833,3976,5714,US_NCSS_changed_pedons_2019_to_2020.csv
2008MO027053,664728,45850,45136,"2008MO027053",2007,site_obsdate,2019,2020,2019-2020,13,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Callaway,CONUS Central 2,CONUS,v2025-11,11/28/2007 0:00,11/28/2007 0:00,alfisols,aqualfs,epiaqualfs,aeric vertic epiaqualfs,,38.9709722,-91.9955556,3976,5714,US_NCSS_changed_pedons_2019_to_2020.csv
2008MO027054,664729,45849,45135,"2008MO027054",2007,site_obsdate,2019,2020,2019-2020,13,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Callaway,CONUS Central 2,CONUS,v2025-11,10/17/2007 0:00,10/17/2007 0:00,alfisols,aqualfs,epiaqualfs,aeric vertic epiaqualfs,,38.9743611,-91.9887778,3976,5714,US_NCSS_changed_pedons_2019_to_2020.csv
2007MO071031,697354,41349,40635,"2007MO071031",2007,site_obsdate,2019,2020,2019-2020,13,5,"Recent development, 0-5 years",1,Agriculture to Developed,Missouri,Franklin,CONUS Central 2,CONUS,v2025-11,12/11/2007 0:00,12/11/2007 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine-silty,38.5610556,-90.7857222,3976,5736,US_NCSS_changed_pedons_2019_to_2020.csv
2008MO089051,642683,41306,40592,"2008MO089051",2007,site_obsdate,2019,2020,2019-2020,13,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Howard,CONUS Central 2,CONUS,v2025-11,12/27/2007 0:00,12/27/2007 0:00,mollisols,udolls,hapludolls,fluvaquentic hapludolls,clayey over sandy or sandy-skeletal,39.0003889,-92.7188889,3976,5745,US_NCSS_changed_pedons_2019_to_2020.csv
2000MO091001,90226,48916,48202,"2000MO091001",2000,site_obsdate,2019,2020,2019-2020,20,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Howell,CONUS Central 2,CONUS,v2025-11,4/25/2000 0:00,4/25/2000 0:00,ultisols,udults,paleudults,aquic paleudults,fine-loamy,36.8961639,-91.9153806,3976,5746,US_NCSS_changed_pedons_2019_to_2020.csv
1992MO099103,88339,49171,48457,"1992MO099103",1992,site_obsdate,2019,2020,2019-2020,28,5,"Recent development, 0-5 years",2,Forest to Developed,Missouri,Jefferson,CONUS Central 2,CONUS,v2025-11,8/25/1992 0:00,8/25/1992 0:00,mollisols,udolls,hapludolls,lithic hapludolls,loamy-skeletal,38.1461674,-90.411771,3976,5750,US_NCSS_changed_pedons_2019_to_2020.csv
1990MO117018m,695910,42803,42089,"1990MO117018m",2010,site_obsdate,2019,2020,2019-2020,10,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Livingston,CONUS Central 2,CONUS,v2025-11,6/8/2010 0:00,6/8/2010 0:00,mollisols,udolls,argiudolls,aquic argiudolls,fine,39.6591111,-93.539175,3976,5759,US_NCSS_changed_pedons_2019_to_2020.csv
2006MO139065,664042,45940,45226,"2006MO139065",2006,site_obsdate,2019,2020,2019-2020,14,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Montgomery,CONUS Central 2,CONUS,v2025-11,2/23/2006 0:00,2/23/2006 0:00,alfisols,aqualfs,epiaqualfs,aeric vertic epiaqualfs,,38.8747778,-91.5178056,3976,5770,US_NCSS_changed_pedons_2019_to_2020.csv
2008MO157011,664649,41419,40705,"2008MO157011",2008,site_obsdate,2019,2020,2019-2020,12,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Perry,CONUS Central 2,CONUS,v2025-11,5/28/2008 0:00,5/28/2008 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,,37.8478889,-89.9138056,3976,5779,US_NCSS_changed_pedons_2019_to_2020.csv
1994MO161001,88526,49087,48373,"1994MO161001",1993,site_obsdate,2019,2020,2019-2020,27,5,"Recent development, 0-5 years",1,Agriculture to Developed,Missouri,Phelps,CONUS Central 2,CONUS,v2025-11,12/29/1993 0:00,12/29/1993 0:00,alfisols,udalfs,fragiudalfs,aquic fragiudalfs,fine,38.0014444,-91.7415556,3976,5781,US_NCSS_changed_pedons_2019_to_2020.csv
1989MO183017,126334,16749,16749,"S1989MO183017",1989,site_obsdate,2019,2020,2019-2020,31,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,St. Charles,CONUS Central 2,CONUS,v2025-11,12/1/1989 0:00,12/1/1989 0:00,mollisols,aquolls,endoaquolls,fluvaquentic endoaquolls,clayey over loamy,38.8644447,-90.1658325,3976,5792,US_NCSS_changed_pedons_2019_to_2020.csv
1975NE041002,247880,7665,7665,"1975NE041002",1979,site_obsdate,2019,2020,2019-2020,41,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Nebraska,Custer,CONUS Central 1,CONUS,v2025-11,11/17/1975 0:00,6/1/1979 0:00,entisols,orthents,ustorthents,typic ustorthents,coarse-loamy,41.5533333,-99.90249634,3982,6132,US_NCSS_changed_pedons_2019_to_2020.csv
93NE147004,103986,20987,20987,"S1993NE147004",1993,site_obsdate,2019,2020,2019-2020,27,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Nebraska,Richardson,CONUS Central 1,CONUS,v2025-11,9/28/1993 0:00,9/28/1993 0:00,entisols,fluvents,ustifluvents,typic ustifluvents,fine-silty,40.0880547,-95.7188873,3982,6185,US_NCSS_changed_pedons_2019_to_2020.csv
S2004NE153071,1097695,31519,31400,"S2004NE153071",2004,site_obsdate,2019,2020,2019-2020,16,5,"Recent development, 0-5 years",1,Agriculture to Developed,Nebraska,Sarpy,CONUS Central 1,CONUS,v2025-11,6/28/2004 0:00,6/28/2004 0:00,mollisols,aquolls,endoaquolls,fluvaquentic endoaquolls,fine-silty,41.1036835,-96.3033524,3982,6188,US_NCSS_changed_pedons_2019_to_2020.csv
S1984NY071005,858012,11528,11528,"S1984NY071005",1984,site_obsdate,2019,2020,2019-2020,36,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,New York,Orange,CONUS East 2,CONUS,v2025-11,2/1/1993 0:00,6/1/1984 0:00,histosols,saprists,haplosaprists,typic haplosaprists,,41.3370387,-74.4554351,3988,6321,US_NCSS_changed_pedons_2019_to_2020.csv
86NC083001,123429,13157,13157,"S1986NC083001",1986,site_obsdate,2019,2020,2019-2020,34,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,North Carolina,Halifax,CONUS East 1,CONUS,v2025-11,2/3/1986 0:00,2/1/1986 0:00,ultisols,udults,kandiudults,typic kandiudults,fine,36.3875008,-77.5911102,3980,6000,US_NCSS_changed_pedons_2019_to_2020.csv
04NC097027,153132,32423,32302,"04NC097027-Woolwine, TYP",2004,site_obsdate,2019,2020,2019-2020,16,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,North Carolina,Iredell,CONUS East 1,CONUS,v2025-11,8/5/2004 0:00,8/5/2004 0:00,ultisols,udults,kanhapludults,typic kanhapludults,,36.0275002,-80.9388885,3980,6007,US_NCSS_changed_pedons_2019_to_2020.csv
S1965NC163002,110262,3859,3859,"S1965NC163002",1965,site_obsdate,2019,2020,2019-2020,55,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,North Carolina,Sampson,CONUS East 1,CONUS,v2025-11,6/1/1965 0:00,6/1/1965 0:00,ultisols,udults,hapludults,typic hapludults,fine-loamy,35.23306274,-78.36500549,3980,6040,US_NCSS_changed_pedons_2019_to_2020.csv
1956-OH063-003,749832,66836,64911,"1956-OH063-003",1956,site_obsdate,2019,2020,2019-2020,64,5,"Recent development, 0-5 years",1,Agriculture to Developed,Ohio,Hancock,CONUS East 1,CONUS,v2025-11,5/24/1956 0:00,5/24/1956 0:00,,,,,,41.03722,-83.6963806,3989,6379,US_NCSS_changed_pedons_2019_to_2020.csv
1970-OH107-016,751133,68562,66637,"1970OH107016",1970,site_obsdate,2019,2020,2019-2020,50,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Ohio,Mercer,CONUS East 1,CONUS,v2025-11,9/17/1970 0:00,9/17/1970 0:00,entisols,aquents,fluvaquents,aeric fluvaquents,fine,40.66600037,-84.46600342,3989,6401,US_NCSS_changed_pedons_2019_to_2020.csv
1956-OH161-S11,749909,66892,64967,"1956-OH161-S11",1956,site_obsdate,2019,2020,2019-2020,64,5,"Recent development, 0-5 years",1,Agriculture to Developed,Ohio,Van Wert,CONUS East 1,CONUS,v2025-11,9/19/1956 0:00,9/19/1956 0:00,mollisols,aquolls,argiaquolls,typic argiaquolls,fine,40.7626877,-84.5140305,3989,6428,US_NCSS_changed_pedons_2019_to_2020.csv
S1969OH171012,907312,68504,66579,"S1969OH171012",1969,site_obsdate,2019,2020,2019-2020,51,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Ohio,Williams,CONUS East 1,CONUS,v2025-11,8/20/1969 0:00,8/20/1969 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,coarse-loamy,41.4278972,-84.7682889,3989,6433,US_NCSS_changed_pedons_2019_to_2020.csv
56OK073009,128218,4481,4481,"S1956OK073009",1956,site_obsdate,2019,2020,2019-2020,64,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Oklahoma,Kingfisher,CONUS Central 1,CONUS,v2025-11,5/1/1956 0:00,5/1/1956 0:00,mollisols,ustolls,argiustolls,udic argiustolls,fine-loamy,36.08611298,-98.0655594,3990,6472,US_NCSS_changed_pedons_2019_to_2020.csv
S1955OR013018,104961,863,863,"S1955OR013018",1955,site_obsdate,2019,2020,2019-2020,65,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Oregon,Crook,CONUS West 1,CONUS,v2025-11,4/1/1955 0:00,4/1/1955 0:00,aridisols,orthids,durorthids,xerollic durorthids,coarse-loamy,44.3725014,-120.9519424,3991,6519,US_NCSS_changed_pedons_2019_to_2020.csv
1969PA009005,409591,54028,53227,"1969PA009005",1969,site_obsdate,2019,2020,2019-2020,51,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Pennsylvania,Bedford,CONUS East 1,CONUS,v2025-11,7/30/1969 0:00,7/30/1969 0:00,Alfisols,Ustalfs,Hapludalfs,Typic Hapludalfs,fine-loamy,40.1105556,-78.6416667,3992,6553,US_NCSS_changed_pedons_2019_to_2020.csv
